edad,cant_vuelos,clase_preferida,gasto_acumulado,gasto_acumulado_extra,programaMillas,cantidad_millas,ingreso_mensual,anticipacion_compra_promedio
21,7,0,1019.08,156.29,0,0,398,80
52,16,0,2918.43,640.96,0,0,2719,11
48,48,1,29828.66,6663.33,0,0,8536,3
31,7,0,786.8,195.88,0,0,1195,15
29,9,1,3839.28,481.78,0,0,4043,17
42,5,0,798.54,191.03,1,4357,1499,24
31,18,0,4369.78,664.55,0,0,1684,13
19,5,0,487.35,46.52,1,3794,448,83
43,8,0,2114.86,344.88,1,7482,1583,36
49,2,0,574.35,69.34,0,0,2760,2
44,10,1,3546.78,193.75,1,16749,1160,51
33,3,0,659.35,142.17,1,1259,1014,6
41,1,0,284.47,62.74,0,0,1327,6
34,10,0,777.77,138.4,0,0,2583,21
38,13,0,3319.5,464.46,0,0,2426,22
23,4,0,1207.03,112.3,0,0,377,54
32,4,0,943.24,130.79,0,0,2792,1
25,2,0,586.77,115.63,0,0,1415,35
33,24,0,2376.08,164.07,0,0,1682,16
42,14,0,4081.46,662.44,0,0,6206,47
30,7,0,1019.76,150.65,0,0,2552,1
30,14,0,1681.04,207.84,1,5263,1261,12
21,7,0,2287.72,218.82,0,0,381,6
35,20,0,1645.9,120.68,0,0,852,28
42,21,0,4651.1,955.58,0,0,1878,5
38,2,1,656.82,31.59,0,0,2404,5
38,5,0,1291.91,183.42,0,0,2858,8
61,19,0,2737.15,508.67,1,6797,991,16
37,17,0,4116.02,460.93,0,0,1883,41
49,2,0,340.17,57.24,0,0,2066,6
42,21,1,12134.78,1610.36,0,0,7011,5
52,5,1,2128.13,525.54,0,0,1268,12
45,7,0,1748.22,273.79,0,0,11069,51
38,1,0,95.12,14.41,0,0,1340,40
43,42,1,25810.19,1456.62,1,59064,3620,3
18,3,0,960.67,212.9,0,0,517,84
28,11,0,2291.83,287.87,0,0,2090,9
33,13,1,5380.75,484.18,0,0,3932,1
41,7,1,2013.58,369.51,0,0,1342,12
59,49,1,29273.8,5425.44,0,0,13552,4
22,5,0,1230.53,137.37,0,0,300,44
56,15,0,4668.23,1127.17,0,0,999,31
30,12,0,2854.85,366.59,0,0,2196,0
40,5,0,1472.24,136.87,1,1794,6007,17
50,7,0,1417.51,133.31,0,0,1099,64
64,13,0,3781.27,184.64,0,0,3081,34
41,36,0,7170.03,1449.72,1,25188,6706,1
46,15,1,8801.17,370.61,0,0,1866,12
45,17,0,1558.96,383.82,0,0,3092,1
18,6,0,1515.6,282.37,1,3316,508,11
34,22,2,29347.63,3753.71,0,0,7868,5
19,1,0,226.73,27.2,0,0,1021,21
46,11,0,1369.35,79.49,0,0,3085,13
29,23,0,6712.81,573.44,0,0,2540,3
50,11,0,2913.01,672.41,0,0,1525,4
43,17,0,4212.52,547.18,0,0,2630,15
43,5,0,1566.24,150.35,0,0,1281,19
30,15,0,5856.04,302.55,0,0,992,13
39,54,0,5706.13,1016.48,1,37077,2641,1
53,8,0,873.32,86.66,1,1871,1270,0
44,12,0,3408.36,154.65,0,0,2080,4
37,15,0,4201.03,922.92,0,0,1955,3
46,25,0,3052.63,710.41,0,0,6717,3
62,22,0,7913.81,427.64,0,0,1091,18
42,51,0,12982.38,2028.42,0,0,718,18
19,4,0,374.55,38.26,0,0,483,40
27,1,0,175.24,10.28,0,0,1140,6
22,23,1,15093.36,2477.67,0,0,1930,14
29,8,0,692.62,54.36,0,0,3574,0
35,20,0,4248.95,903.29,0,0,904,13
45,8,0,989.46,179.07,0,0,1096,30
23,6,0,1392.08,68.51,0,0,497,0
42,15,0,3878.55,163.96,0,0,1998,1
54,7,0,1133.68,262.75,0,0,1213,31
51,65,0,14498.01,1785.61,0,0,2061,9
35,18,0,5642.56,441.6,0,0,2167,12
23,7,0,1562.67,274.19,0,0,463,81
62,6,0,2241.96,110.57,0,0,8185,43
33,30,0,10571.29,1620.36,0,0,5205,11
41,21,1,10918.47,1925.33,0,0,962,26
18,6,0,1518.18,333.33,0,0,893,13
29,4,1,2025.48,286.74,0,0,3993,50
46,10,0,2213.88,233.97,0,0,5156,82
50,8,0,2935.86,196.85,0,0,1056,5
34,19,0,1765.74,129.11,0,0,1152,0
48,8,0,1979.29,196.06,0,0,2477,17
47,10,2,15445.6,2091.97,0,0,7171,21
30,17,0,5989.64,572.42,0,0,884,40
36,5,0,986.09,44.44,0,0,1024,14
57,14,0,4646.39,802.88,0,0,1242,22
45,4,1,2523.24,221.46,0,0,3081,5
23,2,0,554.25,41.25,0,0,300,5
46,23,0,5354.73,1264.78,0,0,1721,20
33,63,1,24319.43,5275.13,0,0,4708,0
41,24,0,5125.97,335.94,0,0,1378,18
39,6,0,634.09,130.84,0,0,3719,74
23,1,0,333.69,32.51,0,0,717,46
28,3,0,265.7,23.23,0,0,1673,8
43,21,0,6919.84,584.76,0,0,3151,5
34,17,1,8456.93,357.72,1,34462,2163,20
20,4,0,1273.05,172.53,0,0,504,180
27,51,1,22170.31,1344.29,0,0,4934,3
24,10,0,1970.05,360.06,0,0,1731,19
43,8,1,4862.61,262.84,0,0,3951,24
36,8,0,1805.75,421.52,0,0,2551,4
18,5,0,1388.42,270.34,1,4231,411,60
52,23,1,15168.52,1689.86,0,0,3098,1
41,22,0,7207.17,455.91,0,0,6307,1
43,9,0,1305.05,197.53,0,0,2804,22
48,18,1,7350.34,367.44,0,0,1389,61
35,1,0,382.81,48.2,0,0,1317,9
18,6,0,1688.91,88.43,0,0,300,15
42,8,1,3529.71,259.94,0,0,3930,16
19,18,0,6313.14,1530.74,0,0,1194,43
18,3,0,289.38,71.33,0,0,461,109
33,78,1,23450.06,5852.95,0,0,10455,3
66,1,0,146.23,12.81,1,822,945,65
49,61,1,38793.83,3171.05,0,0,7986,9
66,19,0,3068.88,476.85,0,0,412,10
47,5,0,688.44,100.2,0,0,2361,33
24,6,1,1892.05,101.05,0,0,6375,2
18,12,1,5919.79,1366.74,0,0,745,2
18,3,0,1021.23,191.16,0,0,432,36
49,22,0,7026.01,1428.81,0,0,1332,12
35,20,0,3299.98,557.91,0,0,3292,4
40,5,0,1249.14,219.98,0,0,2608,11
23,21,0,4455.49,1019.13,1,16243,716,6
61,14,0,3597.9,577.4,0,0,3122,57
52,16,0,5892.47,853.19,0,0,2556,28
30,12,0,1325.15,325.61,0,0,2162,9
77,3,0,830.8,35.19,0,0,773,56
55,26,1,14845.25,1930.37,1,23439,3856,15
18,6,0,1416.78,138.02,0,0,300,13
18,1,0,140.01,11.89,0,0,343,36
33,8,0,1949.99,482.3,0,0,2533,3
37,31,0,2729.24,506.12,0,0,4964,16
47,21,1,16884.4,1490.42,0,0,15174,5
38,11,1,2601.96,364.84,0,0,1914,12
55,24,0,8694.38,1241.68,0,0,1272,3
39,14,0,1261.67,180.14,0,0,3102,8
54,19,0,2023.54,459.56,0,0,2223,0
46,41,2,61961.35,5901.41,0,0,32011,22
36,18,0,4139.39,1021.35,0,0,3243,19
27,49,1,27011.32,6031.72,0,0,4408,0
72,2,1,595.11,28.82,0,0,739,32
35,9,0,1065.97,245.46,0,0,2658,9
25,17,0,4582.88,523.05,0,0,2353,50
23,5,0,1203.74,212.71,0,0,325,14
52,11,0,3463.9,449.16,0,0,1269,12
48,5,1,3695.82,330.22,0,0,884,0
45,5,0,1676.49,70.6,1,2740,1127,24
37,20,1,8545.7,1953,0,0,1142,24
55,13,1,7585.62,334.41,0,0,3733,5
41,20,0,5853.56,767.32,1,6238,2670,7
27,18,1,8321.77,1737.26,0,0,7104,10
42,17,0,2094.27,447.09,0,0,668,0
37,9,0,2158.57,103.62,0,0,2488,18
36,1,0,178.32,26.94,0,0,6877,5
18,16,0,4265.83,476.18,0,0,1376,9
18,9,1,4491.51,782.13,0,0,2039,50
63,15,0,2329.85,210.27,1,11597,4134,5
40,15,0,3732.11,908.06,0,0,1218,5
45,15,0,1487.48,300.68,0,0,1988,2
31,8,0,2139.96,142.2,0,0,2177,42
57,16,0,4979.51,811.04,0,0,2674,80
48,13,1,8485.33,1220.36,0,0,1477,1
27,21,2,48068.35,8064.71,0,0,6879,3
27,13,0,1459.69,196.48,0,0,1701,41
48,9,0,1082.45,258.91,0,0,1097,9
46,4,0,666.79,69.52,1,3077,1664,40
41,9,0,2688.86,178.74,0,0,1910,5
54,7,1,4576.49,525.78,0,0,1193,29
34,15,0,1867.65,170.35,1,8177,2806,20
35,16,0,4674.09,667.51,0,0,1747,66
23,2,1,1419.5,90.68,0,0,329,26
29,8,0,1006.81,164.25,1,9102,5364,53
47,3,0,448.75,25.67,0,0,2126,5
22,2,0,244.92,39.73,0,0,489,21
41,40,2,41284.65,4300.59,0,0,9495,14
36,19,0,3464.6,818.11,0,0,4169,1
35,22,1,4901.84,682.38,1,45118,4450,4
46,23,0,2846.68,358.29,1,19703,1072,38
42,29,0,6469.74,1173.1,1,13222,4097,22
38,8,0,2838.09,701.82,0,0,1248,22
24,3,0,747.37,151.21,0,0,1348,9
28,11,0,2210.21,519.4,0,0,3483,10
32,18,1,12647.19,1494.64,0,0,7786,4
32,5,0,1699.78,74.34,0,0,1317,7
32,7,0,792.93,197.2,0,0,1729,11
55,17,0,2189.1,107.55,0,0,1281,10
18,15,0,3214.6,784.96,0,0,2005,25
35,12,0,2506.99,311.4,0,0,696,8
23,14,0,4255.84,385.73,1,4849,1451,0
41,14,0,4438.53,446.05,1,7335,1134,21
33,24,0,8017.69,1060.91,0,0,1069,40
42,22,0,6346.42,1405.07,0,0,1439,8
26,18,0,5439.92,338.33,1,9904,1116,7
29,2,0,189.49,13.08,0,0,10578,3
38,1,0,208.65,47.29,0,0,1717,40
65,5,0,718.12,54.09,0,0,1095,24
30,12,1,3287.34,135.77,1,22134,1677,1
18,22,0,5115.35,400.16,0,0,1732,14
36,17,1,6060.18,1216.2,0,0,1780,92
48,61,0,5592.98,442.99,0,0,3720,21
37,13,1,8130.46,1265.31,0,0,3974,7
55,9,0,2442.6,217.67,1,9976,1285,5
30,6,0,1149.31,81.71,0,0,1467,35
37,16,0,4495.68,550.49,1,9845,2807,22
37,24,0,6251.76,286.9,0,0,1510,61
31,23,0,6108.87,778.49,0,0,1438,70
35,9,0,1959.35,338.21,0,0,1581,29
27,15,0,2822.89,601.71,0,0,1606,9
34,11,1,7875.59,1657.36,0,0,642,22
29,10,0,1608.11,303.1,0,0,3380,2
24,22,0,3655.46,573.98,0,0,590,49
27,17,0,3193.92,729.95,0,0,1582,8
23,5,0,1466.32,132.62,1,5078,432,45
56,21,0,6634.91,919.85,0,0,1882,34
28,76,1,32406.3,1675.68,1,194163,5062,6
24,11,0,1204.77,225.7,0,0,4102,5
29,14,1,4016.44,812.72,0,0,2433,5
43,1,2,2212.89,185.71,0,0,3905,3
44,13,0,4295.09,898.05,0,0,1408,14
27,19,0,6793.67,1303.69,0,0,1308,27
18,2,0,380.69,32.7,1,1989,445,17
39,8,0,840.03,191.08,0,0,912,2
18,1,0,144.57,31.6,0,0,510,56
30,4,0,1336.34,195.69,1,2998,1351,0
52,23,0,5730.11,1200.85,0,0,1546,13
38,23,1,15447.6,820.92,0,0,716,6
25,21,0,4899.3,468.99,0,0,1393,27
31,11,0,2743,357.24,0,0,1593,13
29,5,0,1798.63,360.21,0,0,4119,39
41,3,0,419.26,101.46,1,2283,2063,13
18,3,0,959.02,88.68,1,1015,321,22
56,22,0,4399.18,292.49,0,0,733,43
18,5,0,814.58,179.29,0,0,460,41
46,3,1,2159.9,511.86,0,0,516,80
43,17,0,3954.53,242.66,0,0,1629,14
24,55,1,37176.05,4247.83,1,156639,5529,0
18,19,0,4325.7,395.65,1,20473,1708,0
28,6,0,602.41,147.72,0,0,2379,1
31,8,0,1917.28,110.81,0,0,2470,10
30,13,0,4000.21,758.51,0,0,1147,1
35,4,0,1085.23,248.84,0,0,4273,1
52,13,1,3820.71,742.08,0,0,6565,19
26,13,1,5648.03,1215.26,0,0,2122,51
32,83,0,11332.06,1986.86,1,69473,5207,17
35,17,0,3235.34,182.36,0,0,1289,4
45,52,1,23412.86,1745.04,0,0,3755,12
19,5,0,1707.37,281.56,0,0,300,12
35,45,0,3973.12,219.92,0,0,5344,12
41,38,1,13837.69,1250.05,1,54970,24551,1
36,18,0,3985.43,602.92,0,0,2085,37
24,10,0,1302.58,204.73,0,0,3854,19
26,62,1,17988.1,1743.42,1,63545,9186,0
33,22,0,4684.57,240.01,0,0,803,0
46,6,0,668.4,48.89,1,1376,3864,0
35,6,1,4040.88,826.7,1,6984,1320,16
39,8,0,1241.51,235.84,1,5927,1796,0
67,7,0,1486.54,194.28,0,0,1468,3
18,7,0,753.46,59,0,0,364,34
22,7,0,1536.79,362.84,1,6851,1221,22
35,2,0,445.6,63.6,0,0,1350,4
30,10,0,932.9,146.24,0,0,1886,36
41,4,1,1487.04,137.73,1,6621,876,0
27,28,0,3645.7,894,1,22940,2573,2
32,35,1,14526.68,2756.24,0,0,3847,15
41,21,0,3587.87,450.79,0,0,1445,19
41,15,0,2932.83,242.76,1,10945,1004,26
34,18,0,1676.76,384.3,0,0,1494,3
21,5,0,1253.28,174.75,0,0,408,78
32,15,0,3323.51,547.9,0,0,2716,38
31,5,1,1675.79,295.78,0,0,4593,14
54,21,0,6501.57,930.06,0,0,1265,3
28,15,0,3879.01,380.21,1,11566,1010,3
65,11,0,2835.73,684.02,0,0,1426,24
45,14,0,4486.38,470.2,0,0,788,14
33,18,0,2058.16,168.64,0,0,4756,8
37,8,0,764.3,104.08,0,0,2199,36
26,8,0,763.83,187.22,0,0,2355,0
32,22,1,7180.33,962.86,0,0,3238,30
32,9,0,919.35,183.64,0,0,861,0
48,2,0,464.76,45.66,1,2089,1945,6
37,17,0,1955.05,216.79,0,0,2038,25
61,8,0,859.06,165.23,0,0,3528,14
57,13,0,4024.62,694.26,1,4063,2159,47
50,50,0,13696.82,1118.49,1,25018,6071,1
36,14,1,4966.88,577.71,0,0,3120,37
41,4,0,1166.1,175.12,1,1764,4334,10
37,54,1,30551.18,3930.7,0,0,2874,8
33,22,1,11482.32,1790.01,0,0,7209,6
33,20,0,5965.39,669.81,1,21580,1311,4
29,11,0,2259.41,509.48,0,0,1909,0
40,14,0,4304.44,655.65,0,0,1548,9
19,1,0,175.68,25.96,0,0,323,124
41,50,0,10073.09,2251.77,1,28507,3980,6
43,18,1,10883.16,2019.1,0,0,6217,0
31,27,1,18545.92,3047.17,0,0,4246,15
53,73,1,55753.74,7906.09,1,109141,16251,1
42,13,1,3496.23,259.7,0,0,636,6
42,79,0,28161.64,2443,1,62462,2780,3
51,20,1,8581.54,1372.65,0,0,1050,9
49,3,0,1054.07,226.55,0,0,989,27
59,4,1,2487,534.88,0,0,8163,11
37,66,0,6652.9,677.99,0,0,1207,14
52,15,1,11974.55,2869.57,0,0,6971,12
27,2,0,180.95,44.4,0,0,1201,14
34,85,0,12490.62,2812.18,1,52110,2691,2
52,13,0,1049.98,45.06,0,0,819,49
38,5,0,681.94,155.77,0,0,3366,6
50,18,0,1703.31,310.66,0,0,954,39
29,11,1,6815.01,518.54,0,0,6752,21
34,12,0,2151.36,370.94,1,8443,1228,16
22,1,0,118.68,29.19,0,0,1189,8
52,11,0,1996.19,182.47,1,10710,4128,3
40,11,0,4102.16,744.91,0,0,2119,29
38,19,0,6443.8,466.42,1,10773,1498,24
26,4,2,6900.15,790.77,0,0,4440,12
33,15,1,8107.22,387.78,0,0,2615,19
46,17,0,2555.1,343.29,1,14256,1670,1
22,5,0,786.69,178.04,0,0,327,6
28,3,0,608.95,88.33,0,0,922,51
24,16,0,1202.3,227.48,0,0,2260,7
42,6,0,1650.37,251.62,0,0,2360,5
43,23,0,7962.43,1208.25,0,0,2867,7
26,5,0,883.67,215.26,1,4131,796,10
54,24,0,2550.98,185,1,13110,1930,40
43,14,0,2648.55,548.46,0,0,2241,2
21,4,1,1167.98,49.36,0,0,492,83
27,24,1,13874.5,2654.42,0,0,3180,30
57,15,0,3748.46,315.46,0,0,2072,27
38,12,1,5981.12,883.9,0,0,1610,68
34,8,1,4864.37,772.51,1,15975,1991,4
22,3,1,676.61,62.05,0,0,1270,0
42,22,0,8313.07,915.07,1,6532,1412,4
36,4,0,852.72,173.31,1,1993,1587,14
22,22,1,8464.52,942.11,0,0,1359,19
27,10,1,6787.92,1179.46,0,0,2334,16
41,19,1,11474.85,1318.69,0,0,6635,5
48,14,0,3662.94,572.6,1,7570,1343,13
30,15,1,8807.35,853.45,0,0,4349,7
53,23,0,5963.26,535.62,1,9300,722,12
37,32,0,5878.92,705.45,1,19241,2475,5
32,7,2,13648.34,2536.11,0,0,7185,10
22,3,0,1050.85,198.14,1,1043,337,16
34,20,2,23481.69,4538.12,0,0,3865,10
39,24,0,5130.43,734,1,10420,1769,32
29,16,0,5704.58,1337.1,1,8571,3700,21
58,36,0,10118.33,1675.69,0,0,3695,33
40,10,1,4079.19,314.18,0,0,6704,20
31,15,0,2454.81,585.11,0,0,1140,9
28,16,0,4549.37,1034.24,1,7521,622,11
57,71,1,57485.98,9496.81,0,0,7746,11
36,45,1,30660.87,1726.48,1,108111,6880,58
29,16,1,10036.58,1411.6,0,0,1762,11
36,1,0,386.81,94.81,0,0,2832,2
41,8,0,720.28,70.02,1,6357,2254,15
32,12,0,3161.71,402.76,0,0,1826,8
46,5,0,1291.78,87.74,0,0,1663,5
59,21,0,5176.56,1138.8,0,0,1629,16
31,24,0,4228.11,295.61,0,0,6751,49
36,10,0,824.35,86.1,1,2942,6908,19
61,25,1,19135.76,1197.79,1,38053,1705,35
55,24,0,6875.72,1200.21,0,0,899,20
31,4,0,949.35,75.91,0,0,1258,17
40,6,0,1304.33,307.83,1,2818,1781,7
38,11,0,2986.3,645.82,0,0,2007,6
39,19,0,2332.53,129.32,0,0,1319,21
31,7,0,1540.34,232.89,0,0,2100,2
39,10,0,3282.9,602.43,0,0,2315,1
45,18,0,4674.89,926.27,1,8376,577,41
58,64,0,5647.59,553.04,0,0,1508,7
34,4,1,2773.93,198.24,1,6029,3854,7
35,17,1,12915.58,1610.48,1,36550,3142,2
31,17,0,4989.34,485.9,0,0,1591,26
43,13,0,2250.91,233.95,0,0,3003,6
42,16,1,11399.18,655.64,1,25882,3406,7
49,16,0,1726.68,136.77,0,0,797,17
38,35,1,22898.1,2857.99,1,37761,6533,4
57,14,0,2986.39,254.85,0,0,3232,4
21,21,0,6673.41,1664.44,0,0,1194,3
44,10,0,2140.04,367.64,1,3815,1139,47
40,26,0,4055.87,223.47,1,27523,5640,51
36,79,1,28641.54,3982.37,1,82615,5089,2
45,5,0,408.36,30.79,0,0,3429,28
30,9,0,2715.11,276.89,0,0,1461,22
36,24,1,14152.59,2342.18,1,29081,2103,3
34,22,0,7069.34,1686.83,0,0,2885,32
49,10,0,2583.07,335.16,0,0,2229,0
43,7,1,3908.31,446.85,1,16624,4391,9
45,7,1,2357.52,101.55,0,0,3801,6
75,14,0,4492.73,727.93,1,5784,1084,12
45,18,0,5934.5,1266.75,1,13516,1423,21
31,15,0,3352.86,520.92,1,3660,2629,18
27,21,0,3125.93,219.97,1,12904,1944,2
26,22,0,3760.25,598.61,0,0,1155,7
55,5,0,876.75,79.82,0,0,737,20
49,6,0,1396.36,122.72,0,0,1673,30
36,20,2,33253.5,6504.51,0,0,10457,9
18,12,0,2509.96,298.97,0,0,1133,11
34,8,1,3930.25,693.18,0,0,1120,5
37,4,0,1298.93,310.16,1,2576,1562,19
31,33,1,20377.44,1135.78,0,0,6413,3
24,6,0,924.03,88.21,1,3649,4179,3
41,27,0,6618.84,1153.57,1,25518,3049,2
45,32,1,16375.8,2788.34,1,44518,6180,0
31,19,0,5711.99,379.03,0,0,3052,7
30,3,0,490.62,119.73,0,0,5394,25
46,12,0,1571.65,240.25,0,0,1532,90
35,9,0,1348.32,304.59,0,0,1518,46
18,7,0,2059.93,85.07,0,0,300,28
35,14,0,2802.75,650.06,0,0,926,1
60,12,1,8525.52,1953.09,0,0,4051,2
34,24,0,4146.64,779.94,0,0,864,30
45,23,0,3333.33,250.12,0,0,2208,14
59,7,0,1632.98,256.37,0,0,1666,17
36,7,0,1733.58,150.41,0,0,3201,0
34,1,0,115.92,12.64,0,0,3223,9
45,18,0,3939.28,238.5,0,0,1298,3
34,11,0,2786.32,404.72,0,0,2910,0
47,8,0,1206.22,273.42,0,0,1234,79
36,52,0,8741.18,827.1,0,0,4163,24
41,8,0,1620.8,111.55,0,0,1291,1
34,14,0,3261.96,674.19,0,0,3529,13
47,19,1,12550.14,3047.6,0,0,5058,33
39,10,0,1619.76,265.59,0,0,1996,33
49,27,1,15734.18,3787.52,0,0,3847,6
19,2,0,271.12,58.09,0,0,1942,19
28,57,0,10251.28,481.9,1,38656,6956,2
30,18,0,2819.3,293.12,0,0,902,1
18,7,0,2660.42,251.93,0,0,300,7
25,9,1,5160.12,1163.72,0,0,2343,5
18,5,0,1328.93,65.61,0,0,1835,16
18,5,0,867.42,39.49,0,0,612,40
45,1,0,158.36,22.31,0,0,1750,36
47,29,0,7773.04,1099.87,0,0,3304,14
44,13,0,1396.46,223.98,0,0,3341,24
51,2,0,258.46,38.41,1,561,1072,5
38,30,1,10572.22,597.26,1,48474,9308,6
24,3,1,2709.12,494.21,0,0,2483,21
42,21,1,10079.75,1995.43,0,0,1694,28
41,22,0,4871.48,965.95,0,0,1307,43
29,24,0,4188.91,351.75,1,24221,787,24
42,5,1,1581,384.27,1,14228,8529,23
18,1,0,131.79,6.98,0,0,300,4
29,15,0,1756.87,281.56,0,0,1199,2
18,24,0,3333.67,816.54,0,0,1612,11
40,16,0,1825.54,285.4,0,0,1251,16
22,5,0,685.29,80.66,0,0,454,44
36,21,0,7641.2,1670.23,0,0,3472,11
35,23,0,7752.9,1194.53,0,0,1459,14
54,22,1,9655.3,2030.12,0,0,5016,3
58,6,0,748.53,101.99,0,0,1512,8
31,5,0,976.65,120.92,0,0,3026,15
23,9,0,2639.89,333.88,0,0,2374,35
43,20,0,3314.76,514.76,0,0,925,27
62,10,0,859.12,203.82,0,0,1681,18
34,2,1,559.54,52.54,1,2600,7632,13
35,32,2,21230.03,3245.43,0,0,12823,1
27,17,0,2095.66,510.39,0,0,1225,26
18,14,0,3336.42,709.97,0,0,589,26
38,23,0,5034.8,291.73,1,16822,1092,19
42,17,0,4780.46,902.15,1,5219,1560,7
38,20,1,10517.94,1779.06,0,0,4517,25
20,1,0,277.93,56.52,0,0,415,0
49,1,0,356.23,65.69,0,0,2758,6
28,70,2,90577.96,19012.83,1,238591,10054,7
45,18,0,4832.16,1068.12,0,0,1843,4
40,21,0,2523.83,466.94,1,16399,1178,99
27,24,1,5834.92,939.64,1,65003,4802,11
36,23,0,7309.37,953.78,0,0,718,9
42,50,1,16668.28,2639.37,0,0,6690,4
30,11,1,3923.78,416.2,0,0,6558,10
30,2,1,1098.65,256.82,0,0,3918,40
32,5,0,1100.03,155.94,0,0,4754,5
30,6,0,1732.02,137.26,0,0,3810,4
18,6,0,2135.61,288.65,0,0,578,68
46,20,1,8129.75,1768.67,0,0,1642,27
49,11,0,3918.12,842.37,1,11615,1612,3
47,16,0,2330.22,200.72,0,0,3743,17
21,1,1,513.83,62.11,0,0,455,140
54,23,1,14085.6,692.93,0,0,3701,2
50,24,0,4775.14,595.19,0,0,1272,7
18,3,1,1788.84,375.8,0,0,777,9
36,24,0,4229.28,570.79,1,18395,1146,13
37,22,0,2382.42,196.28,0,0,2143,14
39,13,0,3427.11,655.73,0,0,1435,2
54,17,1,10642.3,2117.04,0,0,6010,59
18,1,0,222.69,23.85,0,0,300,71
48,5,0,634.09,52.79,0,0,1908,45
42,21,0,7205.12,1586.48,1,12525,6605,5
56,18,0,5858.35,895.78,1,14373,1617,7
41,19,1,9111.61,1219.26,1,16084,3745,0
38,23,1,8326.96,849.65,0,0,929,5
32,23,0,2474.83,168.06,0,0,3145,19
34,74,1,28760.72,6570,0,0,10125,25
52,8,0,1645.33,138.77,1,6526,1418,15
44,14,0,2132.81,310.4,1,15791,2569,15
42,18,0,4030.02,849.72,0,0,3114,6
53,1,0,292.24,17.82,0,0,2660,1
24,2,0,214.55,12.36,0,0,2414,7
46,6,0,913.34,217.69,0,0,4664,22
40,15,0,2884.02,373.83,1,14679,2349,10
31,22,0,7987.45,461.31,0,0,1182,62
34,21,0,3921.77,685.12,0,0,1818,6
28,4,0,389.36,44.01,0,0,2086,8
53,35,1,23608.2,5024.9,1,55112,10876,47
40,19,0,5584.9,556.38,0,0,3064,6
30,16,0,2371.81,247.4,0,0,1502,13
18,20,0,7212.12,517.83,0,0,1432,38
40,7,0,2188.94,204.27,0,0,825,8
31,22,0,3741.96,793.63,1,20472,1625,47
57,7,1,2862.01,665.28,1,14468,5847,55
25,18,0,4838.9,436.84,1,13554,3179,2
18,8,0,1137.5,275.94,0,0,1352,3
40,61,1,39973,5894.68,0,0,8048,15
35,12,0,2712.2,191.6,0,0,3019,5
63,15,0,3451.19,767.57,1,11932,2210,46
48,14,0,4334.86,315.37,1,4425,4368,26
49,1,0,239.82,37.03,0,0,1699,8
39,2,0,586.57,110.31,0,0,1280,9
24,8,0,1004.45,175.19,0,0,1342,10
50,77,0,17607.11,856.49,1,31258,5051,0
38,70,0,6898.74,1384.12,1,45343,3807,2
43,83,1,29819.12,3502.4,1,74771,4723,61
48,20,0,6059,1190.51,0,0,2016,0
38,16,0,4660.96,623.87,0,0,2160,16
52,5,0,583.69,138.24,0,0,3275,8
58,14,0,3007.61,156.39,0,0,3373,16
47,79,0,18005.01,3150.51,0,0,3111,0
40,16,0,5047.14,521.77,0,0,1270,10
43,4,0,1296.39,271.67,0,0,1829,5
46,57,1,36151.85,3550.66,0,0,18345,9
60,21,0,5710.23,297.02,0,0,2280,11
52,10,0,3077.52,276.68,0,0,1912,1
49,5,1,1641.84,366.84,0,0,3739,36
34,21,0,7342.13,1318.65,0,0,1152,8
80,9,0,2049.55,347.2,0,0,1637,0
51,10,0,2725,475.76,0,0,2485,9
34,21,1,10916.37,531.87,0,0,4069,40
26,8,0,2780.79,213.34,0,0,971,31
44,19,0,4189.51,247.92,0,0,3153,22
45,5,1,2257.18,359.4,0,0,5599,38
36,49,0,12817.43,1662.72,0,0,2620,2
40,11,0,1452.41,65.12,0,0,3459,3
49,4,0,458.99,24.89,0,0,1088,4
57,25,1,10178.65,985.15,0,0,3133,13
36,15,0,2183.59,378.16,1,10557,2478,30
48,14,1,5299.8,1253.88,0,0,1906,82
45,24,0,1937.65,363.25,0,0,2341,7
24,37,1,19857.51,1773.65,1,42795,8087,42
24,15,0,2142.45,455.66,1,5204,1414,22
49,9,0,2644.46,492.89,0,0,4857,63
41,7,0,850.05,61.58,0,0,1407,28
41,13,2,12623.3,1829.68,0,0,4730,41
33,7,0,2536.84,440.19,0,0,1681,0
37,10,0,1154.65,243.9,0,0,971,43
39,6,1,2171.14,403.98,1,10919,3534,14
57,10,0,3089.76,690.9,0,0,1127,57
53,23,1,10341.68,881.8,1,38565,3914,3
29,68,1,57472.1,10034.35,0,0,5059,12
22,2,0,653.09,72.9,0,0,525,82
49,20,0,6434.52,1400.1,0,0,1842,21
24,15,0,1942.97,82.36,1,12627,3024,23
39,17,0,4812.99,416.18,0,0,6608,8
31,98,0,10020.7,2312.08,0,0,5211,0
34,21,0,3360.5,683.1,0,0,3946,18
52,7,0,1843.07,101.13,0,0,1081,15
23,6,0,2094.71,246.81,0,0,594,29
48,24,0,7596.58,903.39,0,0,2943,2
48,21,0,7510.89,549.65,1,11047,1489,25
45,6,0,1213.5,188.34,0,0,666,20
44,19,1,9724.95,933.48,0,0,2633,4
27,35,1,23977.26,4460.66,1,68936,6145,87
37,21,0,6616.13,1559.58,0,0,1890,11
26,34,1,17993.56,1922.53,0,0,6985,22
40,67,1,21854.94,5261.67,0,0,7463,35
