id_vuelo;aeropuerto_origen;aeropuerto_destino;hora_salida_programada;dia_semana;distancia_vuelo;condiciones_climaticas;congestion_aerea;congestion_aerea_num;tipo_avion;ocupacion_vuelo;temporada_alta;temporada_alta_bin;puerta_embarque;visibilidad;tiempo_estimado_vuelo;horas_sp;minutos_sp;tipo;demora;PRE_1;demora_predicha;filter_$;comprobacion
25300;CWB;GRU;6:00:00 p. m.;Sábado;410;Lluvia;Baja;0,00;Boeing 737;51,0;;0,00;6;13,3;76;18;0;0;#¡NULO!;0,23147;0,00;1;#¡NULO!
26414;MIA;BOG;3:15:00 p. m.;Jueves;3160;Nublado;Baja;0,00;Boeing 787;58,5;;1,00;20;28,5;280;15;15;0;#¡NULO!;0,22204;0,00;1;#¡NULO!
15332;CCS;EZE;7:45:00 a. m.;Martes;4300;Lluvia;Media;1,00;Boeing 787;62,2;;1,00;45;22,9;368;7;45;0;#¡NULO!;0,46577;1,00;1;#¡NULO!
29667;EZE;CCS;8:30:00 p. m.;Sábado;4300;Despejado;Baja;0,00;Airbus A350;43,8;;1,00;5;22,6;359;20;30;0;#¡NULO!;0,24222;0,00;1;#¡NULO!
17349;MDE;LIM;3:15:00 p. m.;Martes;2100;Despejado;Alta;2,00;Embraer E195;53,4;;0,00;20;26,7;200;15;15;0;#¡NULO!;0,36564;1,00;1;#¡NULO!
12586;ROS;EZE;8:15:00 a. m.;Viernes;295;Lluvia;Baja;0,00;Boeing 737;72,2;;0,00;28;18,3;48;8;15;0;#¡NULO!;0,22788;0,00;1;#¡NULO!
15763;BOG;CTG;6:45:00 a. m.;Domingo;135;Niebla;Baja;0,00;ATR 72;78,3;;1,00;14;0,6;31;6;45;0;#¡NULO!;0,42028;1,00;1;#¡NULO!
26680;BOG;CTG;1:30:00 p. m.;Sábado;135;Despejado;Media;1,00;Airbus A320;89,5;;0,00;9;8,8;45;13;30;0;#¡NULO!;0,24242;0,00;1;#¡NULO!
23724;CWB;GRU;3:15:00 p. m.;Martes;410;Niebla;Alta;2,00;Boeing 737;83,5;;1,00;28;1,3;59;15;15;0;#¡NULO!;0,68959;1,00;1;#¡NULO!
11072;EZE;MVD;6:15:00 a. m.;Viernes;210;Despejado;Baja;0,00;ATR 72;58,0;;0,00;31;14,8;54;6;15;0;#¡NULO!;0,15230;0,00;1;#¡NULO!
13756;GRU;CWB;9:30:00 a. m.;Sábado;410;Despejado;Baja;0,00;ATR 72;47,9;;1,00;9;24,4;79;9;30;0;#¡NULO!;0,22878;0,00;1;#¡NULO!
16229;JFK;MDE;9:45:00 a. m.;Viernes;3560;Despejado;Media;1,00;Airbus A330;57,9;;1,00;39;8,2;311;9;45;0;#¡NULO!;0,34560;1,00;1;#¡NULO!
25822;EZE;IGR;11:45:00 a. m.;Viernes;1100;Despejado;Media;1,00;Boeing 737 MAX;88,3;;0,00;18;15,0;107;11;45;0;#¡NULO!;0,24584;0,00;1;#¡NULO!
20732;BAQ;BOG;4:00:00 p. m.;Viernes;145;Despejado;Baja;0,00;Boeing 737;84,2;;0,00;32;9,2;56;16;0;0;#¡NULO!;0,15462;0,00;1;#¡NULO!
14772;UIO;MDE;9:30:00 a. m.;Miércole;960;Despejado;Alta;2,00;Boeing 737 MAX;68,0;;1,00;23;18,3;107;9;30;0;#¡NULO!;0,47213;1,00;1;#¡NULO!
28699;AEP;EZE;12:00:00 a. m.;Viernes;35;Despejado;Alta;2,00;Boeing 737;63,4;;0,00;26;11,6;41;0;0;0;#¡NULO!;0,34383;1,00;1;#¡NULO!
24121;LIM;EZE;2:45:00 p. m.;Lunes;3150;Nublado;Media;1,00;Airbus A350;94,6;;0,00;14;24,6;282;14;45;0;#¡NULO!;0,23826;0,00;1;#¡NULO!
25268;CWB;GRU;10:30:00 a. m.;Sábado;410;Despejado;Baja;0,00;Embraer E190;77,9;;0,00;9;11,2;61;10;30;0;#¡NULO!;0,15496;0,00;1;#¡NULO!
19397;IAH;PTY;5:15:00 p. m.;Lunes;2860;Despejado;Alta;2,00;Embraer E195;90,4;;0,00;29;29,3;262;17;15;0;#¡NULO!;0,36962;1,00;1;#¡NULO!
16731;SCL;GRU;9:45:00 a. m.;Martes;2620;Nublado;Baja;0,00;Boeing 757;77,3;;1,00;35;23,8;222;9;45;0;#¡NULO!;0,21987;0,00;1;#¡NULO!
13634;BOG;BAQ;8:45:00 a. m.;Domingo;145;Tormenta;Media;1,00;ATR 72;94,6;;0,00;33;0,6;41;8;45;0;#¡NULO!;0,61136;1,00;1;#¡NULO!
17773;SCL;GRU;2:15:00 p. m.;Miércole;2620;Despejado;Alta;2,00;Boeing 757;50,9;;0,00;17;7,9;224;14;15;0;#¡NULO!;0,36165;1,00;1;#¡NULO!
22668;EZE;IGR;2:30:00 p. m.;Sábado;1100;Nublado;Media;1,00;Airbus A320neo;86,4;;0,00;23;7,4;111;14;30;0;#¡NULO!;0,22973;0,00;1;#¡NULO!
28938;MVD;EZE;2:00:00 a. m.;Domingo;210;Tormenta;Media;1,00;Embraer E190;57,3;;0,00;4;0,5;64;2;0;0;#¡NULO!;0,60041;1,00;1;#¡NULO!
22406;EZE;GRU;7:30:00 p. m.;Viernes;1760;Despejado;Baja;0,00;Boeing 737 MAX;83,9;;0,00;43;9,4;159;19;30;0;#¡NULO!;0,16053;0,00;1;#¡NULO!
25809;PTY;MEX;11:45:00 a. m.;Sábado;2280;Despejado;Baja;0,00;Boeing 737 MAX;71,7;;0,00;43;7,5;196;11;45;0;#¡NULO!;0,15862;0,00;1;#¡NULO!
24238;JFK;BOG;3:00:00 a. m.;Domingo;3930;Tormenta;Baja;0,00;Boeing 777;70,5;;1,00;39;4,3;316;3;0;0;#¡NULO!;0,59179;1,00;1;#¡NULO!
26821;BOG;CLO;9:45:00 a. m.;Viernes;300;Despejado;Baja;0,00;Airbus A320;91,7;;1,00;28;19,9;62;9;45;0;#¡NULO!;0,22933;0,00;1;#¡NULO!
21574;EZE;AEP;3:30:00 p. m.;Martes;35;Despejado;Media;1,00;ATR 72;71,8;;1,00;6;16,1;47;15;30;0;#¡NULO!;0,34172;1,00;1;#¡NULO!
11732;CWB;GRU;8:45:00 a. m.;Domingo;410;Nublado;Baja;0,00;ATR 72;83,0;;0,00;28;5,7;79;8;45;0;#¡NULO!;0,14408;0,00;1;#¡NULO!
18240;LIM;BOG;4:15:00 p. m.;Jueves;1890;Despejado;Alta;2,00;Airbus A320neo;62,3;;0,00;15;24,5;168;16;15;0;#¡NULO!;0,36538;1,00;1;#¡NULO!
29315;BOG;GRU;3:00:00 p. m.;Jueves;3940;Despejado;Alta;2,00;Airbus A330;43,7;;0,00;43;28,3;326;15;0;0;#¡NULO!;0,36837;1,00;1;#¡NULO!
10698;EZE;TUC;9:45:00 a. m.;Sábado;1230;Lluvia;Baja;0,00;Boeing 757;77,0;;0,00;10;28,3;138;9;45;0;#¡NULO!;0,23515;0,00;1;#¡NULO!
11006;AEP;EZE;8:45:00 a. m.;Sábado;35;Lluvia;Baja;0,00;ATR 72;51,7;;0,00;24;29,3;47;8;45;0;#¡NULO!;0,23254;0,00;1;#¡NULO!
21513;BOG;UIO;3:45:00 p. m.;Sábado;730;Despejado;Media;1,00;ATR 72;84,9;;0,00;33;25,0;78;15;45;0;#¡NULO!;0,24951;0,00;1;#¡NULO!
18060;BOG;MDE;10:15:00 a. m.;Sábado;235;Despejado;Alta;2,00;Boeing 737;84,3;;0,00;1;13,3;55;10;15;0;#¡NULO!;0,35423;1,00;1;#¡NULO!
23020;CLO;BOG;1:30:00 p. m.;Viernes;300;Despejado;Media;1,00;ATR 72;76,6;;0,00;36;5,6;57;13;30;0;#¡NULO!;0,24213;0,00;1;#¡NULO!
22388;MDE;UIO;2:45:00 p. m.;Lunes;960;Despejado;Media;1,00;Boeing 757;70,2;;1,00;45;26,4;104;14;45;0;#¡NULO!;0,34752;1,00;1;#¡NULO!
15788;MDE;LIM;8:00:00 a. m.;Martes;2100;Despejado;Media;1,00;Airbus A320neo;74,8;;0,00;24;19,2;205;8;0;0;#¡NULO!;0,24181;0,00;1;#¡NULO!
22126;SCL;EZE;1:45:00 p. m.;Lunes;1140;Despejado;Baja;0,00;Boeing 757;95,3;;1,00;17;13,2;117;13;45;0;#¡NULO!;0,23200;0,00;1;#¡NULO!
19173;PEI;MDE;4:00:00 p. m.;Jueves;140;Despejado;Media;1,00;Embraer E190;90,4;;0,00;25;10,9;44;16;0;0;#¡NULO!;0,24140;0,00;1;#¡NULO!
11030;MDE;EZE;7:00:00 a. m.;Jueves;4900;Despejado;Alta;2,00;Airbus A330;62,3;;1,00;22;7,7;393;7;0;0;#¡NULO!;0,47347;1,00;1;#¡NULO!
22807;BOG;CCS;3:15:00 p. m.;Viernes;1010;Nublado;Baja;0,00;Embraer E195;68,9;;0,00;33;28,7;124;15;15;0;#¡NULO!;0,14848;0,00;1;#¡NULO!
17792;BOG;CLO;2:45:00 p. m.;Miércole;300;Despejado;Alta;2,00;ATR 72;41,0;;0,00;23;18,9;66;14;45;0;#¡NULO!;0,36282;1,00;1;#¡NULO!
12936;EZE;COR;9:30:00 a. m.;Domingo;695;Nublado;Alta;2,00;ATR 72;71,4;;0,00;16;29,2;79;9;30;0;#¡NULO!;0,34161;1,00;1;#¡NULO!
19215;JFK;GRU;4:00:00 p. m.;Viernes;7680;Tormenta;Baja;0,00;Boeing 777;78,8;;1,00;21;1,1;610;16;0;0;#¡NULO!;0,61059;1,00;1;#¡NULO!
21763;GRU;GIG;3:00:00 p. m.;Sábado;360;Tormenta;Baja;0,00;Embraer E190;33,1;;1,00;47;2,9;55;15;0;0;#¡NULO!;0,59215;1,00;1;#¡NULO!
23313;BAQ;BOG;1:00:00 p. m.;Jueves;145;Nublado;Baja;0,00;Airbus A320;67,7;;0,00;17;10,0;42;13;0;0;#¡NULO!;0,14306;0,00;1;#¡NULO!
22103;CTG;BOG;12:15:00 p. m.;Miércole;135;Nublado;Media;1,00;Boeing 737;64,7;;1,00;29;13,8;57;12;15;0;#¡NULO!;0,31909;0,00;1;#¡NULO!
22125;EZE;TUC;5:15:00 p. m.;Jueves;1230;Tormenta;Baja;0,00;Airbus A320neo;47,6;;1,00;42;3,3;139;17;15;0;#¡NULO!;0,59814;1,00;1;#¡NULO!
26764;MDE;UIO;10:30:00 a. m.;Jueves;960;Nublado;Baja;0,00;Boeing 737 MAX;55,3;;0,00;43;15,4;98;10;30;0;#¡NULO!;0,14574;0,00;1;#¡NULO!
17429;BOG;BAQ;3:30:00 p. m.;Lunes;145;Despejado;Alta;2,00;ATR 72;56,6;;0,00;27;7,8;35;15;30;0;#¡NULO!;0,35855;1,00;1;#¡NULO!
27495;PTY;UIO;12:45:00 a. m.;Sábado;1420;Despejado;Media;1,00;Boeing 757;71,9;;0,00;9;7,8;133;0;45;0;#¡NULO!;0,23841;0,00;1;#¡NULO!
28111;GRU;POA;2:45:00 p. m.;Viernes;1110;Despejado;Media;1,00;Airbus A320neo;54,4;;1,00;34;27,3;128;14;45;0;#¡NULO!;0,34808;1,00;1;#¡NULO!
20313;EZE;ASU;12:45:00 p. m.;Domingo;1050;Tormenta;Media;1,00;Boeing 737 MAX;60,4;;0,00;46;4,9;99;12;45;0;#¡NULO!;0,61775;1,00;1;#¡NULO!
12102;EZE;AEP;8:15:00 a. m.;Viernes;35;Despejado;Media;1,00;Airbus A320;71,8;;0,00;1;13,4;40;8;15;0;#¡NULO!;0,23845;0,00;1;#¡NULO!
25462;CCS;PTY;2:45:00 a. m.;Miércole;1010;Despejado;Media;1,00;Embraer E195;98,3;;0,00;48;20,6;97;2;45;0;#¡NULO!;0,24124;0,00;1;#¡NULO!
10102;PEI;BOG;9:30:00 a. m.;Domingo;265;Despejado;Alta;2,00;ATR 72;81,0;;0,00;11;26,6;56;9;30;0;#¡NULO!;0,35870;1,00;1;#¡NULO!
21106;PTY;MIA;5:45:00 p. m.;Viernes;2200;Nublado;Baja;0,00;Airbus A320neo;71,4;;0,00;24;14,3;202;17;45;0;#¡NULO!;0,15126;0,00;1;#¡NULO!
19682;ROS;EZE;3:45:00 p. m.;Sábado;295;Despejado;Media;1,00;Boeing 737;94,3;;0,00;25;27,8;56;15;45;0;#¡NULO!;0,24921;0,00;1;#¡NULO!
21809;MIA;PTY;10:00:00 a. m.;Jueves;2200;Lluvia;Media;1,00;Boeing 757;77,2;;0,00;23;14,1;200;10;0;0;#¡NULO!;0,34183;1,00;1;#¡NULO!
14575;EZE;MIA;5:00:00 a. m.;Viernes;7720;Despejado;Media;1,00;Airbus A330;38,8;;0,00;25;15,2;615;5;0;0;#¡NULO!;0,24994;0,00;1;#¡NULO!
28736;MDE;CLO;3:30:00 a. m.;Sábado;265;Despejado;Baja;0,00;Boeing 737;59,0;;0,00;23;15,2;57;3;30;0;#¡NULO!;0,15229;0,00;1;#¡NULO!
17514;BOG;EZE;4:00:00 p. m.;Domingo;4650;Nublado;Baja;0,00;Airbus A350;68,7;;1,00;16;16,5;382;16;0;0;#¡NULO!;0,22160;0,00;1;#¡NULO!
18280;MEX;PTY;5:00:00 p. m.;Lunes;2280;Lluvia;Media;1,00;Boeing 737 MAX;74,6;;1,00;29;18,2;210;17;0;0;#¡NULO!;0,46103;1,00;1;#¡NULO!
23374;LIM;PTY;2:15:00 p. m.;Jueves;2970;Despejado;Media;1,00;Boeing 737 MAX;66,3;;1,00;6;6,8;270;14;15;0;#¡NULO!;0,34365;1,00;1;#¡NULO!
13847;GRU;FLN;7:00:00 a. m.;Sábado;690;Niebla;Media;1,00;ATR 72;91,6;;1,00;25;0,3;97;7;0;0;#¡NULO!;0,55296;1,00;1;#¡NULO!
11665;MDE;UIO;6:00:00 a. m.;Miércole;960;Despejado;Alta;2,00;Boeing 757;61,5;;0,00;37;24,0;105;6;0;0;#¡NULO!;0,35339;1,00;1;#¡NULO!
29613;BGA;BOG;10:15:00 p. m.;Miércole;310;Despejado;Media;1,00;ATR 72;33,2;;0,00;24;9,8;57;22;15;0;#¡NULO!;0,24681;0,00;1;#¡NULO!
23603;EZE;AEP;1:15:00 p. m.;Jueves;35;Despejado;Alta;2,00;ATR 72;98,7;;0,00;30;19,4;36;13;15;0;#¡NULO!;0,35747;1,00;1;#¡NULO!
11477;SCL;GRU;6:00:00 a. m.;Sábado;2620;Lluvia;Alta;2,00;Boeing 737 MAX;43,9;;0,00;29;16,6;230;6;0;0;#¡NULO!;0,47267;1,00;1;#¡NULO!
23537;BOG;CTG;1:45:00 p. m.;Viernes;135;Despejado;Baja;0,00;Embraer E190;62,2;;1,00;11;27,9;43;13;45;0;#¡NULO!;0,23284;0,00;1;#¡NULO!
17810;MDE;BGA;12:30:00 p. m.;Martes;295;Despejado;Media;1,00;Embraer E190;64,5;;0,00;3;25,0;43;12;30;0;#¡NULO!;0,24518;0,00;1;#¡NULO!
26937;GRU;MIA;3:30:00 a. m.;Martes;7520;Despejado;Baja;0,00;Boeing 787;97,5;;1,00;20;26,5;612;3;30;0;#¡NULO!;0,23873;0,00;1;#¡NULO!
10636;PTY;EZE;5:15:00 a. m.;Lunes;5100;Despejado;Media;1,00;Boeing 777;50,4;;1,00;8;21,5;419;5;15;0;#¡NULO!;0,34528;1,00;1;#¡NULO!
10818;GIG;GRU;8:30:00 a. m.;Jueves;360;Niebla;Media;1,00;Airbus A320;86,0;;1,00;2;0,5;72;8;30;0;#¡NULO!;0,55736;1,00;1;#¡NULO!
27481;CCS;PTY;1:00:00 p. m.;Jueves;1010;Lluvia;Baja;0,00;Embraer E195;53,7;;0,00;12;22,4;119;13;0;0;#¡NULO!;0,23129;0,00;1;#¡NULO!
21454;MDE;CTG;5:45:00 p. m.;Jueves;365;Despejado;Baja;0,00;Airbus A320;91,8;;1,00;8;18,2;66;17;45;0;#¡NULO!;0,23385;0,00;1;#¡NULO!
29804;CLO;BOG;9:00:00 p. m.;Viernes;300;Despejado;Baja;0,00;Airbus A320;20,3;;0,00;36;8,4;47;21;0;0;#¡NULO!;0,15690;0,00;1;#¡NULO!
25204;BOG;PTY;3:45:00 a. m.;Martes;650;Nublado;Alta;2,00;Airbus A320;61,1;;0,00;21;24,1;72;3;45;0;#¡NULO!;0,33786;1,00;1;#¡NULO!
24718;MDE;CLO;10:15:00 a. m.;Miércole;265;Despejado;Media;1,00;Boeing 737;18,3;;0,00;48;10,0;53;10;15;0;#¡NULO!;0,23945;0,00;1;#¡NULO!
26877;EZE;LIM;12:15:00 a. m.;Miércole;3150;Lluvia;Media;1,00;Boeing 777;75,2;;0,00;47;24,6;261;0;15;0;#¡NULO!;0,34099;1,00;1;#¡NULO!
14557;EZE;AEP;8:30:00 a. m.;Miércole;35;Despejado;Baja;0,00;Airbus A320;57,6;;1,00;37;21,2;37;8;30;0;#¡NULO!;0,22694;0,00;1;#¡NULO!
10708;MDE;GRU;7:15:00 a. m.;Martes;4180;Despejado;Media;1,00;Airbus A330;57,2;;0,00;15;19,7;338;7;15;0;#¡NULO!;0,24688;0,00;1;#¡NULO!
21935;GRU;CWB;3:30:00 p. m.;Domingo;410;Nublado;Baja;0,00;Airbus A320;86,5;;0,00;24;8,7;79;15;30;0;#¡NULO!;0,14624;0,00;1;#¡NULO!
17020;GUA;PTY;8:45:00 p. m.;Domingo;820;Nublado;Alta;2,00;Embraer E195;58,2;;0,00;5;23,3;105;20;45;0;#¡NULO!;0,35078;1,00;1;#¡NULO!
28918;SCL;EZE;4:30:00 a. m.;Jueves;1140;Tormenta;Media;1,00;Boeing 737 MAX;81,2;;1,00;17;1,7;120;4;30;0;#¡NULO!;0,71362;1,00;1;#¡NULO!
29641;BOG;CTG;2:15:00 p. m.;Miércole;135;Despejado;Media;1,00;Airbus A320;76,3;;0,00;10;7,8;54;14;15;0;#¡NULO!;0,24122;0,00;1;#¡NULO!
10725;BOG;PEI;7:30:00 a. m.;Viernes;265;Nublado;Media;1,00;Boeing 737;82,1;;0,00;22;28,4;54;7;30;0;#¡NULO!;0,22792;0,00;1;#¡NULO!
13579;GRU;CDG;6:15:00 a. m.;Miércole;9400;Despejado;Alta;2,00;Boeing 777;63,8;;0,00;22;12,6;750;6;15;0;#¡NULO!;0,37285;1,00;1;#¡NULO!
15702;EZE;TUC;3:00:00 a. m.;Sábado;1230;Nublado;Alta;2,00;Embraer E195;56,2;;0,00;6;24,0;114;3;0;0;#¡NULO!;0,33325;1,00;1;#¡NULO!
10837;TUC;EZE;8:00:00 a. m.;Sábado;1230;Lluvia;Media;1,00;Airbus A320neo;83,9;;0,00;43;7,8;141;8;0;0;#¡NULO!;0,33665;1,00;1;#¡NULO!
23925;GIG;GRU;2:45:00 p. m.;Sábado;360;Nublado;Media;1,00;Embraer E190;91,4;;0,00;2;14,9;60;14;45;0;#¡NULO!;0,23131;0,00;1;#¡NULO!
17403;MIA;MDE;1:15:00 p. m.;Sábado;2750;Despejado;Media;1,00;Airbus A320neo;80,7;;1,00;40;9,9;255;13;15;0;#¡NULO!;0,34311;1,00;1;#¡NULO!
19401;AEP;EZE;11:45:00 a. m.;Miércole;35;Nublado;Baja;0,00;Embraer E190;66,8;;0,00;42;16,4;35;11;45;0;#¡NULO!;0,14620;0,00;1;#¡NULO!
14903;BOG;CTG;8:15:00 a. m.;Miércole;135;Despejado;Alta;2,00;Boeing 737;70,5;;1,00;26;13,6;30;8;15;0;#¡NULO!;0,46578;1,00;1;#¡NULO!
14541;MDE;BGA;8:00:00 a. m.;Jueves;295;Despejado;Baja;0,00;Boeing 737;75,4;;0,00;21;23,2;69;8;0;0;#¡NULO!;0,15324;0,00;1;#¡NULO!
25366;BOG;LIM;12:00:00 p. m.;Jueves;1890;Despejado;Media;1,00;Embraer E195;79,7;;0,00;24;29,1;164;12;0;0;#¡NULO!;0,24572;0,00;1;#¡NULO!
25532;GRU;EZE;5:00:00 p. m.;Martes;1760;Nublado;Media;1,00;Airbus A320neo;90,8;;0,00;9;21,6;166;17;0;0;#¡NULO!;0,23214;0,00;1;#¡NULO!
17322;MVD;EZE;2:30:00 p. m.;Miércole;210;Despejado;Media;1,00;Boeing 737;84,2;;1,00;5;27,0;46;14;30;0;#¡NULO!;0,34390;1,00;1;#¡NULO!
18179;COR;EZE;2:15:00 p. m.;Domingo;695;Lluvia;Baja;0,00;Boeing 737;52,8;;0,00;33;9,9;82;14;15;0;#¡NULO!;0,23059;0,00;1;#¡NULO!
23550;GRU;PTY;1:15:00 p. m.;Martes;4630;Lluvia;Media;1,00;Airbus A330;64,9;;0,00;14;14,6;387;13;15;0;#¡NULO!;0,35187;1,00;1;#¡NULO!
17569;BOG;CLO;2:45:00 p. m.;Jueves;300;Despejado;Media;1,00;ATR 72;85,4;;0,00;5;13,9;48;14;45;0;#¡NULO!;0,24594;0,00;1;#¡NULO!
13234;CCS;PTY;8:15:00 a. m.;Miércole;1010;Lluvia;Media;1,00;Embraer E195;83,7;;0,00;22;20,8;112;8;15;0;#¡NULO!;0,34112;1,00;1;#¡NULO!
11159;POA;GRU;9:45:00 a. m.;Viernes;1110;Lluvia;Baja;0,00;Boeing 737 MAX;36,3;;0,00;16;14,0;130;9;45;0;#¡NULO!;0,23230;0,00;1;#¡NULO!
21136;GRU;BOG;4:45:00 p. m.;Domingo;3940;Despejado;Baja;0,00;Airbus A330;71,6;;1,00;20;26,0;336;16;45;0;#¡NULO!;0,24138;0,00;1;#¡NULO!
23960;PTY;GUA;3:30:00 p. m.;Miércole;820;Nublado;Media;1,00;Boeing 737 MAX;69,3;;1,00;16;20,0;91;15;30;0;#¡NULO!;0,32613;0,00;1;#¡NULO!
14014;NQN;EZE;9:15:00 a. m.;Domingo;1150;Despejado;Baja;0,00;Boeing 737 MAX;69,4;;1,00;38;8,1;107;9;15;0;#¡NULO!;0,22563;0,00;1;#¡NULO!
22614;BOG;PTY;7:00:00 a. m.;Sábado;650;Lluvia;Baja;0,00;Boeing 737;83,8;;1,00;47;26,8;74;7;0;0;#¡NULO!;0,32096;0,00;1;#¡NULO!
14149;COR;EZE;8:00:00 a. m.;Lunes;695;Despejado;Media;1,00;Airbus A320;69,5;;0,00;36;10,2;95;8;0;0;#¡NULO!;0,23749;0,00;1;#¡NULO!
10124;LIM;BOG;8:45:00 a. m.;Viernes;1890;Despejado;Baja;0,00;Airbus A320neo;74,6;;0,00;46;16,1;185;8;45;0;#¡NULO!;0,15793;0,00;1;#¡NULO!
11248;JFK;PTY;8:45:00 a. m.;Lunes;3520;Despejado;Baja;0,00;Boeing 787;55,1;;0,00;28;22,7;303;8;45;0;#¡NULO!;0,16109;0,00;1;#¡NULO!
10821;EZE;SCL;8:45:00 a. m.;Domingo;1140;Lluvia;Baja;0,00;Airbus A320neo;66,1;;0,00;21;6,4;114;8;45;0;#¡NULO!;0,23038;0,00;1;#¡NULO!
27972;BOG;JFK;7:45:00 p. m.;Lunes;3930;Lluvia;Alta;2,00;Boeing 777;80,1;;0,00;21;10,7;338;19;45;0;#¡NULO!;0,49191;1,00;1;#¡NULO!
23170;UIO;PTY;2:15:00 p. m.;Sábado;1420;Lluvia;Media;1,00;Boeing 737 MAX;42,9;;0,00;34;16,2;131;14;15;0;#¡NULO!;0,34548;1,00;1;#¡NULO!
14035;EZE;ROS;6:00:00 a. m.;Miércole;295;Lluvia;Media;1,00;Airbus A320;52,3;;0,00;38;23,3;42;6;0;0;#¡NULO!;0,33657;1,00;1;#¡NULO!
20163;LIM;GRU;3:15:00 p. m.;Domingo;3620;Despejado;Alta;2,00;Boeing 777;66,8;;0,00;16;6,5;320;15;15;0;#¡NULO!;0,36446;1,00;1;#¡NULO!
24266;BOG;UIO;4:30:00 p. m.;Viernes;730;Lluvia;Media;1,00;Embraer E190;59,2;;1,00;11;28,3;82;16;30;0;#¡NULO!;0,46321;1,00;1;#¡NULO!
14412;UIO;BOG;5:15:00 a. m.;Sábado;730;Lluvia;Alta;2,00;Embraer E190;58,2;;1,00;35;16,3;77;5;15;0;#¡NULO!;0,58591;1,00;1;#¡NULO!
19427;CDG;GRU;4:30:00 p. m.;Viernes;9400;Despejado;Baja;0,00;Airbus A350;49,3;;0,00;32;17,1;731;16;30;0;#¡NULO!;0,17113;0,00;1;#¡NULO!
28153;EZE;MVD;4:30:00 p. m.;Jueves;210;Despejado;Alta;2,00;Airbus A320;77,3;;0,00;13;21,7;36;16;30;0;#¡NULO!;0,36276;1,00;1;#¡NULO!
21209;FLN;GRU;12:15:00 p. m.;Lunes;690;Tormenta;Alta;2,00;Embraer E190;68,1;;0,00;48;3,8;95;12;15;0;#¡NULO!;0,73293;1,00;1;#¡NULO!
16789;BSB;GRU;7:45:00 a. m.;Jueves;870;Nublado;Alta;2,00;Airbus A320neo;89,4;;0,00;14;21,9;113;7;45;0;#¡NULO!;0,34083;1,00;1;#¡NULO!
20916;BOG;EZE;7:15:00 p. m.;Jueves;4650;Lluvia;Baja;0,00;Boeing 787;65,2;;1,00;40;29,5;387;19;15;0;#¡NULO!;0,34146;1,00;1;#¡NULO!
28478;BOG;BGA;1:00:00 p. m.;Lunes;310;Despejado;Media;1,00;Airbus A320;64,6;;0,00;11;20,3;50;13;0;0;#¡NULO!;0,24167;0,00;1;#¡NULO!
13754;GRU;FLN;5:15:00 a. m.;Martes;690;Lluvia;Baja;0,00;ATR 72;48,7;;1,00;6;16,4;92;5;15;0;#¡NULO!;0,31921;0,00;1;#¡NULO!
12910;GIG;GRU;8:00:00 a. m.;Lunes;360;Nublado;Baja;0,00;ATR 72;66,0;;0,00;21;12,9;74;8;0;0;#¡NULO!;0,14167;0,00;1;#¡NULO!
14476;MDE;UIO;7:30:00 a. m.;Lunes;960;Despejado;Baja;0,00;Embraer E195;55,4;;1,00;10;10,9;104;7;30;0;#¡NULO!;0,22618;0,00;1;#¡NULO!
19586;BOG;MIA;1:15:00 p. m.;Lunes;3160;Tormenta;Baja;0,00;Airbus A350;54,5;;1,00;8;4,7;259;13;15;0;#¡NULO!;0,60008;1,00;1;#¡NULO!
18440;UIO;PTY;1:30:00 p. m.;Jueves;1420;Lluvia;Media;1,00;Boeing 757;80,4;;1,00;32;10,2;133;13;30;0;#¡NULO!;0,45790;1,00;1;#¡NULO!
26823;ROS;EZE;10:00:00 a. m.;Lunes;295;Lluvia;Baja;0,00;Boeing 737;81,1;;0,00;28;28,1;63;10;0;0;#¡NULO!;0,22926;0,00;1;#¡NULO!
16649;PEI;BOG;8:15:00 a. m.;Sábado;265;Despejado;Baja;0,00;ATR 72;88,9;;1,00;10;19,4;65;8;15;0;#¡NULO!;0,22548;0,00;1;#¡NULO!
18825;POA;GRU;2:15:00 p. m.;Martes;1110;Despejado;Media;1,00;Embraer E195;77,4;;1,00;9;28,7;103;14;15;0;#¡NULO!;0,34439;1,00;1;#¡NULO!
28533;IGR;EZE;2:30:00 p. m.;Martes;1100;Despejado;Baja;0,00;Embraer E195;90,2;;0,00;15;6,2;106;14;30;0;#¡NULO!;0,15697;0,00;1;#¡NULO!
10964;GRU;PTY;9:15:00 a. m.;Jueves;4630;Despejado;Media;1,00;Airbus A350;82,9;;0,00;41;12,8;377;9;15;0;#¡NULO!;0,24766;0,00;1;#¡NULO!
21271;CTG;BOG;2:00:00 p. m.;Lunes;135;Lluvia;Media;1,00;ATR 72;81,5;;1,00;38;17,8;35;14;0;0;#¡NULO!;0,45298;1,00;1;#¡NULO!
11960;EZE;SCL;8:00:00 a. m.;Lunes;1140;Nublado;Media;1,00;Boeing 757;55,3;;0,00;10;23,3;120;8;0;0;#¡NULO!;0,22606;0,00;1;#¡NULO!
29941;BOG;LIM;6:00:00 p. m.;Martes;1890;Lluvia;Media;1,00;Boeing 757;59,8;;0,00;19;23,6;164;18;0;0;#¡NULO!;0,34930;1,00;1;#¡NULO!
