id_vuelo,aeropuerto_origen,aeropuerto_destino,hora_salida_programada,dia_semana,distancia_vuelo,condiciones_climaticas,congestion_aerea,tipo_avion,ocupacion_vuelo,temporada_alta,puerta_embarque,visibilidad,tiempo_estimado_vuelo,demora
24318,CCS,BOG,16:45,Martes,1010,Tormenta,Alta,Boeing 757,11.6,FALSO,6,1.9,99,0
24319,BAQ,BOG,12:15,Domingo,145,Nublado,Media,ATR 72,57.3,VERDADERO,44,17.1,48,1
24320,SSA,GRU,16:15,Martes,1940,Despejado,Media,Boeing 757,99.4,FALSO,18,27.6,186,0
24325,EZE,AEP,01:45,Viernes,35,Lluvia,Baja,ATR 72,65.5,VERDADERO,45,26.5,30,0
24326,MDE,LIM,01:30,Miercoles,2100,Nublado,Baja,Boeing 757,69.3,VERDADERO,36,23.1,183,0
24328,SCL,EZE,21:00,Sabado,1140,Despejado,Media,Airbus A320neo,64.4,FALSO,35,14,117,0
24329,PTY,UIO,00:00,Miercoles,1420,Nublado,Media,Boeing 737 MAX,87.3,FALSO,24,13.8,149,0
24331,MAD,EZE,05:00,Jueves,10050,Despejado,Alta,Airbus A350,71.7,VERDADERO,29,27.2,801,1
24332,MDE,BGA,20:15,Martes,295,Despejado,Alta,Airbus A320,81.2,VERDADERO,6,6.6,48,1
24333,JFK,PTY,01:00,Jueves,3520,Nublado,Media,Airbus A330,59.9,VERDADERO,41,22.3,284,0
24334,PTY,GUA,13:15,Lunes,820,Despejado,Media,Embraer E195,72.6,FALSO,39,18.3,82,1
24335,LIM,MDE,14:15,Jueves,2100,Despejado,Media,Boeing 757,86.4,FALSO,23,16.5,177,0
24338,MDE,BGA,00:00,Miercoles,295,Nublado,Media,Airbus A320,81,FALSO,30,26.6,43,0
24339,EZE,SCL,02:45,Miercoles,1140,Despejado,Baja,Airbus A320neo,67.8,VERDADERO,38,15.7,105,0
24340,CLO,MDE,19:15,Domingo,265,Lluvia,Media,Embraer E190,36.6,VERDADERO,8,23.6,62,1
24341,MVD,EZE,17:15,Sabado,210,Nublado,Baja,Airbus A320,67.5,VERDADERO,3,21.2,44,0
24342,JFK,PTY,19:30,Jueves,3520,Nublado,Baja,Airbus A330,76.8,FALSO,8,28.4,298,0
24343,GRU,CWB,09:15,Sabado,410,Nublado,Baja,Boeing 737,62.1,FALSO,48,14.2,55,0
24344,EZE,ROS,21:15,Miercoles,295,Despejado,Baja,ATR 72,85,VERDADERO,27,5.8,43,0
24345,MIA,EZE,09:15,Domingo,7720,Niebla,Baja,Boeing 777,24.8,VERDADERO,27,0.2,611,0
24346,EZE,GRU,08:15,Martes,1760,Nublado,Alta,Embraer E195,46.6,VERDADERO,23,11.9,175,0
24347,EZE,CCS,05:30,Martes,4300,Despejado,Baja,Boeing 777,64.1,FALSO,18,12.6,370,0
24348,MIA,EZE,18:15,Sabado,7720,Despejado,Baja,Boeing 777,75.3,FALSO,6,25.9,613,0
24349,BOG,PEI,13:45,Viernes,265,Despejado,Media,Boeing 737,83,VERDADERO,1,9.1,67,0
24350,BOG,UIO,16:45,Viernes,730,Despejado,Media,Boeing 737,65.3,VERDADERO,39,6.8,94,1
24351,GRU,BOG,16:45,Martes,3940,Despejado,Alta,Boeing 777,39.9,VERDADERO,36,10.7,342,0
24352,BGA,MDE,17:45,Martes,295,Tormenta,Media,ATR 72,29.7,FALSO,18,4.4,44,1
24353,MIA,MDE,07:15,Viernes,2750,Nublado,Baja,Boeing 757,38.5,FALSO,27,23.4,243,0
24354,PEI,BOG,15:30,Viernes,265,Nublado,Baja,ATR 72,66.7,FALSO,18,27.8,47,0
24356,MDE,PTY,18:30,Domingo,715,Lluvia,Alta,ATR 72,79,VERDADERO,7,26.7,99,0
24358,EZE,PTY,16:00,Viernes,5100,Tormenta,Alta,Boeing 777,64.3,FALSO,12,4.7,412,1
24359,POA,GRU,05:00,Miercoles,1110,Nublado,Alta,Airbus A320neo,60.9,VERDADERO,10,5.3,123,1
24360,GRU,FLN,02:00,Jueves,690,Despejado,Baja,Boeing 737,45,FALSO,45,11.1,98,0
24361,MDZ,EZE,16:15,Martes,1040,Niebla,Baja,Embraer E195,45.5,VERDADERO,27,1.8,102,0
24362,CTG,MDE,12:00,Sabado,365,Despejado,Baja,Airbus A320,64.2,FALSO,23,13.5,63,0
24363,PTY,BOG,01:45,Lunes,650,Tormenta,Baja,ATR 72,84,FALSO,11,1.6,87,0
24364,MAD,EZE,08:00,Domingo,10050,Nublado,Baja,Boeing 777,65.3,VERDADERO,48,19.8,799,0
24365,EZE,BOG,17:45,Viernes,4650,Lluvia,Baja,Boeing 787,77.7,FALSO,39,21.4,383,0
24366,BOG,UIO,19:45,Lunes,730,Despejado,Baja,Boeing 737,89,VERDADERO,30,28.5,88,1
24367,MDE,UIO,09:45,Martes,960,Tormenta,Media,Boeing 737 MAX,88.6,FALSO,31,3,109,1
24368,GRU,FLN,06:45,Miercoles,690,Nublado,Media,Airbus A320,76.6,FALSO,16,13.7,82,0
24369,ROS,EZE,13:45,Viernes,295,Tormenta,Media,ATR 72,87.4,FALSO,46,3,51,0
24370,MIA,MDE,19:45,Miercoles,2750,Niebla,Alta,Embraer E195,44.4,VERDADERO,44,2.6,245,0
24371,GRU,BOG,07:45,Viernes,3940,Niebla,Baja,Boeing 777,42,FALSO,38,2.8,317,1
24372,SSA,GRU,16:15,Miercoles,1940,Niebla,Media,Embraer E195,64.5,VERDADERO,11,0.5,184,0
24374,MAD,BOG,19:45,Domingo,8680,Niebla,Alta,Airbus A330,44.1,FALSO,10,1.8,694,1
24376,CCS,EZE,00:15,Viernes,4300,Despejado,Baja,Airbus A330,26.6,FALSO,13,27.6,352,0
24377,ASU,EZE,20:00,Lunes,1050,Despejado,Alta,Airbus A320neo,74.6,FALSO,46,27,104,1
24379,EZE,PTY,01:45,Miercoles,5100,Lluvia,Baja,Airbus A350,57.5,FALSO,1,10.6,420,0
24380,PTY,JFK,16:15,Miercoles,3520,Nublado,Baja,Boeing 787,69.2,FALSO,25,24.2,307,0
24381,EZE,COR,09:30,Martes,695,Lluvia,Media,Airbus A320,39.3,FALSO,32,24.8,74,0
24383,UIO,PTY,02:15,Martes,1420,Despejado,Alta,Airbus A320neo,73.4,FALSO,24,5.9,148,1
24384,MDE,LIM,04:00,Lunes,2100,Despejado,Media,Airbus A320neo,60.3,VERDADERO,44,23.3,178,0
24385,IAH,PTY,11:45,Sabado,2860,Nublado,Media,Embraer E195,65.4,VERDADERO,45,22.9,245,0
24386,GUA,PTY,21:00,Viernes,820,Despejado,Baja,Airbus A320neo,60.1,FALSO,31,11.5,83,0
24388,PEI,BOG,08:45,Sabado,265,Despejado,Alta,ATR 72,74.8,VERDADERO,37,8.2,60,0
24389,BOG,UIO,16:30,Lunes,730,Despejado,Media,Embraer E190,64.1,FALSO,35,11.5,100,0
24390,GRU,EZE,07:00,Jueves,1760,Despejado,Media,Boeing 757,71.7,VERDADERO,37,29.4,169,0
24391,POA,GRU,04:45,Jueves,1110,Despejado,Media,Airbus A320neo,88.4,FALSO,39,22.9,120,0
24392,MDE,MIA,13:00,Miercoles,2750,Despejado,Baja,Airbus A320neo,56.1,VERDADERO,23,7.5,239,1
24393,CCS,BOG,00:45,Jueves,1010,Nublado,Baja,Airbus A320neo,65.8,VERDADERO,13,12.8,104,0
24394,CTG,MDE,05:45,Lunes,365,Nublado,Media,Airbus A320,95.2,VERDADERO,22,22,62,0
24395,PTY,BOG,20:30,Martes,650,Despejado,Media,ATR 72,82.5,FALSO,49,23.7,84,1
24396,BOG,CTG,06:15,Domingo,135,Despejado,Media,Embraer E190,88.1,VERDADERO,35,18.8,51,0
24397,MDE,PEI,03:45,Miercoles,140,Despejado,Baja,Boeing 737,79.9,VERDADERO,28,17.9,56,0
24398,TUC,EZE,22:00,Domingo,1230,Despejado,Baja,Boeing 737 MAX,66.2,VERDADERO,34,23.5,114,0
24400,BOG,CLO,22:45,Martes,300,Despejado,Media,Embraer E190,62.1,FALSO,6,20.8,59,0
24401,PTY,EZE,15:15,Lunes,5100,Nublado,Baja,Airbus A350,54.4,FALSO,1,19,403,0
24402,PEI,MDE,09:45,Miercoles,140,Niebla,Media,Airbus A320,49.8,FALSO,19,0.3,30,1
24403,EZE,NQN,16:00,Miercoles,1150,Despejado,Media,Boeing 757,59,FALSO,9,28.3,109,0
24404,GRU,POA,20:00,Viernes,1110,Niebla,Media,Airbus A320neo,37.9,FALSO,36,0.2,107,0
24407,GRU,MVD,04:45,Martes,1550,Despejado,Baja,Boeing 757,84.2,VERDADERO,44,15.6,155,0
24408,AMS,GRU,01:30,Jueves,9850,Despejado,Media,Airbus A350,81.6,FALSO,27,8.2,763,0
24409,MDE,EZE,14:15,Viernes,4900,Nublado,Media,Airbus A330,79.6,VERDADERO,31,10,399,1
24410,MDE,CTG,13:00,Viernes,365,Despejado,Alta,Boeing 737,95.3,FALSO,17,12,49,1
24411,BGA,MDE,13:15,Martes,295,Nublado,Media,Boeing 737,46.3,FALSO,7,29.3,66,1
24412,PTY,SJO,09:30,Miercoles,580,Lluvia,Alta,Embraer E190,76.4,VERDADERO,23,7.1,65,1
24414,EZE,CCS,07:15,Lunes,4300,Nublado,Media,Airbus A330,62,FALSO,48,24.7,355,0
24415,BAQ,MDE,15:30,Viernes,310,Nublado,Media,Embraer E190,73.9,FALSO,2,27.1,56,1
24416,GRU,FLN,04:00,Viernes,690,Despejado,Baja,Embraer E190,54.1,FALSO,3,28.5,90,0
24417,GRU,POA,02:00,Domingo,1110,Nublado,Baja,Boeing 737 MAX,90.5,FALSO,19,14.4,117,0
24418,AEP,EZE,09:30,Sabado,35,Despejado,Baja,Airbus A320,72.5,VERDADERO,3,21.2,23,1
24420,CLO,MDE,02:45,Viernes,265,Lluvia,Media,Airbus A320,70,FALSO,22,24.9,58,1
24421,GUA,PTY,06:45,Viernes,820,Despejado,Alta,Embraer E195,41.3,VERDADERO,13,8.9,86,1
24422,MDE,BGA,16:00,Miercoles,295,Niebla,Media,ATR 72,97.4,VERDADERO,40,1.3,42,1
24423,SCL,EZE,22:30,Viernes,1140,Despejado,Alta,Boeing 757,96.1,FALSO,4,26.2,105,0
24424,PTY,CCS,09:00,Lunes,1010,Lluvia,Baja,Boeing 757,64.5,FALSO,15,15.2,117,0
24425,MDE,PTY,19:00,Sabado,715,Despejado,Baja,Boeing 737,87.6,FALSO,39,6.7,82,0
24427,GRU,BSB,12:00,Miercoles,870,Despejado,Baja,Boeing 757,76.5,FALSO,19,9.1,91,0
24428,FLN,GRU,10:45,Domingo,690,Despejado,Media,Embraer E190,29.2,FALSO,27,22.9,86,0
24430,EZE,MDZ,01:15,Miercoles,1040,Despejado,Baja,Airbus A320neo,87.8,VERDADERO,2,12.6,102,0
24431,GRU,BSB,04:15,Martes,870,Nublado,Alta,Embraer E195,96,FALSO,34,8.7,102,1
24433,MIA,GRU,16:30,Martes,7520,Lluvia,Baja,Airbus A330,74.7,FALSO,16,21,594,0
24434,GRU,EZE,16:45,Lunes,1760,Lluvia,Media,Boeing 757,94.3,FALSO,16,14.7,163,1
24435,PTY,MDE,00:00,Domingo,715,Niebla,Media,Embraer E190,73.1,FALSO,35,1.2,80,0
24436,EZE,LIM,17:30,Jueves,3150,Despejado,Baja,Boeing 787,63.9,VERDADERO,8,23.7,284,1
24437,GRU,LIM,15:15,Lunes,3620,Niebla,Baja,Boeing 787,46.4,VERDADERO,16,0.4,292,0
24438,AEP,EZE,20:00,Miercoles,35,Niebla,Media,Boeing 737,84.8,FALSO,11,1.5,32,1
24441,CWB,GRU,21:30,Jueves,410,Despejado,Baja,Airbus A320,80.6,FALSO,15,24.2,63,0
24443,PTY,MIA,13:30,Lunes,2200,Nublado,Media,Boeing 757,71.4,FALSO,4,24.9,211,0
24445,GRU,POA,12:30,Martes,1110,Despejado,Alta,Embraer E195,63.1,FALSO,11,28.4,104,1
24446,MDE,UIO,14:45,Martes,960,Lluvia,Baja,Boeing 757,62.3,VERDADERO,46,12,96,0
24447,GRU,MEX,22:15,Viernes,7300,Lluvia,Media,Airbus A330,77.2,VERDADERO,5,15.5,575,0
24448,GRU,EZE,07:15,Viernes,1760,Despejado,Media,Airbus A320neo,95.6,VERDADERO,21,10,153,1
24449,SSA,GRU,10:00,Miercoles,1940,Nublado,Alta,Airbus A320neo,97.1,FALSO,15,8.4,177,0
24450,LIM,EZE,21:00,Viernes,3150,Niebla,Media,Airbus A330,65.7,FALSO,37,1.7,276,0
24451,PTY,BOG,03:00,Jueves,650,Despejado,Media,ATR 72,70.9,FALSO,11,25.6,83,0
24452,MDE,BAQ,08:30,Viernes,310,Lluvia,Alta,Airbus A320,68.5,VERDADERO,37,12.3,45,0
24454,BOG,PTY,13:15,Lunes,650,Despejado,Media,Airbus A320,80.3,VERDADERO,44,14,84,0
24455,BAQ,BOG,01:15,Domingo,145,Despejado,Baja,Embraer E190,73.6,VERDADERO,17,8.7,55,0
24456,PTY,JFK,16:30,Sabado,3520,Despejado,Media,Airbus A330,74,VERDADERO,24,14.7,305,0
24457,PTY,UIO,21:30,Viernes,1420,Despejado,Alta,Airbus A320neo,48.4,FALSO,49,28.1,148,1
24460,ASU,EZE,22:30,Jueves,1050,Despejado,Baja,Boeing 737 MAX,92.1,VERDADERO,22,6.4,106,1
24461,PTY,MDE,13:15,Domingo,715,Lluvia,Media,Airbus A320,86.3,FALSO,41,29,82,1
24462,EZE,ROS,13:30,Miercoles,295,Despejado,Alta,Airbus A320,93.1,FALSO,45,13,68,0
24463,BOG,CLO,10:30,Domingo,300,Nublado,Media,Airbus A320,93.6,FALSO,5,19.3,68,0
24464,EZE,GIG,19:15,Jueves,1970,Lluvia,Media,Embraer E195,86.9,FALSO,46,9.4,182,0
24466,BAQ,MDE,17:15,Domingo,310,Lluvia,Baja,ATR 72,93,VERDADERO,27,23,48,0
24467,BRC,EZE,02:45,Miercoles,1650,Despejado,Media,Boeing 737 MAX,76.3,FALSO,33,24.3,158,0
24469,LIM,MDE,03:15,Viernes,2100,Despejado,Alta,Embraer E195,56.1,FALSO,40,6.8,187,0
24471,CTG,MDE,16:00,Lunes,365,Despejado,Baja,Embraer E190,51.2,FALSO,16,17.2,66,0
24472,EZE,ASU,15:45,Jueves,1050,Despejado,Alta,Airbus A320neo,76,FALSO,42,11.7,104,1
24473,UIO,PTY,08:15,Viernes,1420,Despejado,Baja,Boeing 757,67.6,FALSO,46,25.8,150,0
24474,AEP,EZE,07:15,Jueves,35,Despejado,Media,Airbus A320,61.3,FALSO,1,8.2,36,0
24476,CWB,GRU,01:45,Martes,410,Despejado,Baja,Embraer E190,96.7,FALSO,1,8.8,59,0
24479,PTY,MIA,22:00,Domingo,2200,Nublado,Alta,Airbus A320neo,61,VERDADERO,5,9.7,204,0
24480,MDE,PEI,00:15,Lunes,140,Despejado,Media,Boeing 737,50.2,FALSO,37,30,48,1
24482,EZE,ROS,10:15,Martes,295,Tormenta,Alta,ATR 72,64.9,VERDADERO,25,0.6,69,1
24483,MDZ,EZE,16:30,Sabado,1040,Niebla,Baja,Embraer E195,67.9,FALSO,44,1.4,120,1
24484,BOG,PEI,02:30,Viernes,265,Niebla,Media,Embraer E190,84.1,VERDADERO,5,0.6,61,1
24485,MDE,UIO,16:00,Martes,960,Despejado,Alta,Airbus A320neo,69.9,FALSO,29,29.6,120,0
24487,EZE,SCL,21:00,Viernes,1140,Despejado,Baja,Airbus A320neo,89.7,FALSO,49,25.2,109,0
24488,MDE,PEI,04:30,Jueves,140,Niebla,Baja,Embraer E190,72.9,VERDADERO,2,0.4,38,1
24489,EZE,ROS,04:15,Miercoles,295,Tormenta,Baja,Boeing 737,85.3,FALSO,32,3.4,68,0
24490,PTY,MEX,08:45,Jueves,2280,Nublado,Baja,Boeing 737 MAX,83.7,FALSO,34,9.1,214,1
24491,LIM,BOG,19:45,Miercoles,1890,Despejado,Baja,Airbus A320neo,76.7,FALSO,46,12.3,180,0
24492,PEI,BOG,04:00,Sabado,265,Nublado,Baja,ATR 72,66.4,VERDADERO,34,26.4,49,0
24493,MDZ,EZE,21:30,Domingo,1040,Despejado,Alta,Airbus A320neo,93.4,VERDADERO,4,12.5,123,1
24495,EZE,MVD,18:45,Viernes,210,Despejado,Baja,Boeing 737,85.1,FALSO,10,10.4,60,0
24496,EZE,GRU,01:45,Viernes,1760,Despejado,Media,Embraer E195,38.6,FALSO,7,19.7,169,0
24497,PTY,SJO,01:45,Sabado,580,Nublado,Baja,ATR 72,85.1,FALSO,42,25.9,86,0
24499,EZE,CCS,07:30,Lunes,4300,Nublado,Alta,Airbus A350,57,VERDADERO,44,20.3,363,1
24500,MDE,JFK,04:15,Lunes,3560,Lluvia,Alta,Airbus A350,80.9,FALSO,25,11.2,305,1
24501,EZE,AEP,05:15,Lunes,35,Nublado,Alta,ATR 72,52.2,FALSO,46,12.2,28,0
24502,MAD,BOG,00:15,Lunes,8680,Nublado,Baja,Boeing 787,46.8,VERDADERO,13,9.4,678,0
24503,ASU,EZE,11:30,Jueves,1050,Nublado,Baja,Boeing 737 MAX,86.4,FALSO,45,14.8,112,0
24504,PTY,CLT,06:00,Domingo,2890,Lluvia,Media,Boeing 737 MAX,56.1,FALSO,30,7.5,243,0
24505,CLO,BOG,11:30,Domingo,300,Nublado,Media,Embraer E190,75.9,FALSO,42,23.9,48,1
24507,EZE,IGR,17:30,Lunes,1100,Nublado,Baja,Boeing 737 MAX,62.7,FALSO,40,27.7,110,0
24508,EZE,AEP,21:15,Miercoles,35,Niebla,Media,Airbus A320,88.8,FALSO,38,0.6,45,1
24509,PTY,GRU,04:15,Viernes,4630,Nublado,Alta,Boeing 777,78.7,FALSO,37,24.5,368,0
24511,LIM,PTY,15:30,Martes,2970,Lluvia,Alta,Boeing 757,85.8,FALSO,36,12.3,269,1
24513,LIM,BOG,18:00,Miercoles,1890,Nublado,Media,Boeing 737 MAX,68.2,FALSO,18,8.7,178,1
24514,MDE,GRU,18:00,Sabado,4180,Nublado,Media,Boeing 777,64.3,VERDADERO,32,25,339,0
24515,PEI,MDE,22:45,Miercoles,140,Lluvia,Media,Airbus A320,86.1,FALSO,25,21.3,57,1
24519,CLT,PTY,17:15,Miercoles,2890,Despejado,Media,Airbus A320neo,62.8,VERDADERO,16,8.4,242,0
24520,PTY,GUA,20:15,Miercoles,820,Nublado,Alta,Boeing 757,37.1,FALSO,16,8.1,97,0
24521,PTY,CLT,16:45,Domingo,2890,Nublado,Media,Embraer E195,69.3,FALSO,17,5.7,259,0
24523,PTY,SJO,11:45,Jueves,580,Lluvia,Media,Embraer E190,59.4,FALSO,25,14.7,91,1
24524,PEI,BOG,17:00,Miercoles,265,Nublado,Alta,ATR 72,45.7,VERDADERO,4,22.6,54,0
24525,UIO,MDE,18:15,Sabado,960,Lluvia,Baja,Airbus A320neo,95.2,VERDADERO,25,7.2,109,1
24527,GRU,LIM,17:15,Martes,3620,Nublado,Media,Boeing 787,61,VERDADERO,4,5.8,300,0
24528,CLO,BOG,08:15,Jueves,300,Despejado,Baja,Airbus A320,79.8,FALSO,2,11.9,53,0
24529,MDE,PEI,04:00,Jueves,140,Lluvia,Media,Embraer E190,52.3,FALSO,17,7.6,47,0
24531,GRU,MEX,22:30,Sabado,7300,Nublado,Alta,Airbus A330,45.4,FALSO,10,18.8,589,0
24532,SCL,EZE,04:15,Jueves,1140,Despejado,Baja,Embraer E195,63.8,FALSO,32,27.7,106,0
24534,PTY,MDE,15:15,Sabado,715,Despejado,Media,Embraer E190,62.1,FALSO,20,26.1,80,0
24535,BGA,MDE,15:15,Viernes,295,Despejado,Baja,Airbus A320,78.3,FALSO,25,8.7,43,0
24536,EZE,GIG,01:00,Sabado,1970,Niebla,Alta,Airbus A320neo,70.8,FALSO,24,0.5,174,0
24537,MDE,BGA,18:00,Viernes,295,Nublado,Media,ATR 72,81.3,FALSO,46,9.3,44,0
24538,MDE,BOG,01:15,Domingo,235,Niebla,Baja,Boeing 737,95.6,VERDADERO,46,1.8,48,0
24539,BOG,BGA,22:45,Viernes,310,Despejado,Media,Embraer E190,77.2,FALSO,46,27.3,66,0
24542,MDE,BGA,07:15,Viernes,295,Nublado,Alta,Boeing 737,79.3,FALSO,23,28.5,64,0
24543,CCS,EZE,10:30,Domingo,4300,Despejado,Baja,Boeing 777,48.2,FALSO,27,19.7,344,0
24544,MDE,BOG,02:15,Viernes,235,Nublado,Baja,Embraer E190,92.6,FALSO,6,13.1,55,0
24545,PEI,MDE,06:30,Viernes,140,Nublado,Baja,ATR 72,71.2,VERDADERO,45,6.4,46,0
24547,MIA,BOG,19:15,Miercoles,3160,Lluvia,Baja,Boeing 777,62.6,FALSO,21,18.3,269,0
24548,GRU,CDG,06:00,Miercoles,9400,Lluvia,Baja,Airbus A330,88.3,FALSO,37,27.2,728,0
24550,ROS,EZE,06:45,Sabado,295,Lluvia,Baja,Embraer E190,85.8,VERDADERO,36,25.7,67,1
24551,PTY,BOG,03:45,Lunes,650,Despejado,Alta,Airbus A320,67.9,FALSO,28,19.8,91,0
24552,BOG,PEI,08:30,Miercoles,265,Despejado,Baja,Boeing 737,89.7,FALSO,46,10.2,48,1
24553,GRU,MVD,14:45,Lunes,1550,Despejado,Alta,Boeing 737 MAX,97.3,VERDADERO,6,13.2,146,0
24555,POA,GRU,01:00,Domingo,1110,Despejado,Alta,Embraer E195,62.8,FALSO,24,19,123,0
24556,BOG,CTG,22:00,Domingo,135,Despejado,Alta,Boeing 737,88.7,FALSO,9,7.1,39,1
24557,BOG,EZE,03:45,Viernes,4650,Despejado,Media,Airbus A330,77.5,FALSO,18,25.8,390,0
24559,EZE,TUC,05:45,Jueves,1230,Despejado,Baja,Boeing 737 MAX,66.1,VERDADERO,41,14.4,117,0
24560,MDE,CTG,05:45,Jueves,365,Despejado,Alta,Boeing 737,61.5,FALSO,16,11.6,67,1
24561,EZE,MAD,06:00,Sabado,10050,Despejado,Baja,Boeing 777,78.8,FALSO,38,25.3,800,0
24562,CLO,BOG,07:00,Lunes,300,Nublado,Alta,Embraer E190,77,FALSO,10,22.2,48,0
24563,PEI,BOG,00:15,Sabado,265,Nublado,Media,ATR 72,78.8,FALSO,25,15.2,50,0
24564,EZE,MAD,19:45,Sabado,10050,Nublado,Baja,Boeing 777,84.3,FALSO,11,27.2,776,0
24565,CLT,PTY,11:00,Domingo,2890,Nublado,Baja,Embraer E195,68.3,FALSO,26,24.1,265,0
24566,MEX,GRU,09:45,Viernes,7300,Despejado,Baja,Boeing 777,83.8,FALSO,6,25.9,587,0
24567,MDE,BAQ,17:30,Lunes,310,Lluvia,Baja,ATR 72,80.4,FALSO,18,28.1,43,1
24568,MDZ,EZE,22:30,Sabado,1040,Despejado,Baja,Boeing 757,69.9,VERDADERO,39,19.6,99,0
24570,BOG,MDE,18:45,Jueves,235,Despejado,Baja,Embraer E190,64.7,FALSO,8,12.7,43,0
24571,PEI,BOG,19:30,Viernes,265,Despejado,Baja,Airbus A320,64.2,VERDADERO,20,10,39,1
24572,EZE,MIA,04:45,Lunes,7720,Despejado,Baja,Boeing 787,79.5,VERDADERO,33,10.7,616,0
24574,GRU,MAD,05:00,Jueves,9350,Lluvia,Baja,Airbus A330,88.9,VERDADERO,8,8.7,737,0
24575,GRU,GIG,14:30,Domingo,360,Despejado,Alta,Embraer E190,90,FALSO,34,13.7,72,0
24576,EZE,CCS,07:00,Jueves,4300,Despejado,Media,Airbus A330,79.3,FALSO,14,12.9,355,1
24580,BAQ,BOG,09:15,Lunes,145,Nublado,Alta,Boeing 737,94.5,VERDADERO,13,24.7,34,0
24581,GIG,EZE,08:15,Miercoles,1970,Nublado,Media,Embraer E195,71.9,FALSO,36,14.6,178,0
24582,ROS,EZE,09:30,Viernes,295,Lluvia,Alta,Airbus A320,72,FALSO,25,25.7,68,0
24583,EZE,ASU,18:30,Sabado,1050,Despejado,Media,Boeing 737 MAX,70.3,VERDADERO,8,16.3,124,1
24585,MDE,PEI,22:00,Viernes,140,Despejado,Baja,Boeing 737,74.2,FALSO,46,21.3,50,1
24587,IGR,EZE,01:30,Lunes,1100,Niebla,Baja,Embraer E195,53.9,VERDADERO,7,2.3,105,0
24588,LIM,BOG,08:30,Lunes,1890,Despejado,Baja,Boeing 737 MAX,77.4,VERDADERO,21,14,174,0
24589,PTY,BOG,04:45,Martes,650,Despejado,Alta,Embraer E190,71,FALSO,25,19.6,76,1
24590,MDE,BOG,18:15,Viernes,235,Lluvia,Baja,Boeing 737,79.1,FALSO,24,20.7,44,0
24591,GRU,GIG,15:00,Miercoles,360,Despejado,Alta,Airbus A320,41,FALSO,3,13.1,62,1
24592,BOG,LIM,05:15,Jueves,1890,Despejado,Media,Boeing 757,80.8,FALSO,40,6.8,184,0
24594,EZE,ROS,11:45,Jueves,295,Tormenta,Alta,Embraer E190,83.3,FALSO,16,2.7,65,1
24595,MDE,BAQ,03:45,Lunes,310,Nublado,Media,Embraer E190,62.7,FALSO,41,5.3,49,0
24597,MDE,BGA,17:00,Lunes,295,Lluvia,Alta,Embraer E190,74.6,VERDADERO,12,26.6,71,1
24598,PTY,SJO,03:45,Viernes,580,Despejado,Media,ATR 72,74,FALSO,45,14.5,70,1
24599,PTY,GRU,11:30,Sabado,4630,Despejado,Media,Airbus A350,94,VERDADERO,41,26.7,392,0
24600,GRU,SSA,07:45,Martes,1940,Despejado,Media,Airbus A320neo,90.7,FALSO,34,23.4,177,0
24601,CWB,GRU,16:45,Miercoles,410,Niebla,Baja,Embraer E190,34.2,FALSO,16,2.7,69,0
24602,UIO,MDE,14:30,Jueves,960,Lluvia,Alta,Airbus A320neo,83.4,FALSO,40,24.3,121,1
24604,BRC,EZE,08:00,Viernes,1650,Despejado,Alta,Boeing 737 MAX,45.3,FALSO,21,17.3,165,0
24605,SCL,GRU,07:15,Martes,2620,Nublado,Baja,Boeing 737 MAX,71.7,FALSO,36,11.9,240,0
24607,IAH,PTY,10:00,Sabado,2860,Lluvia,Media,Boeing 737 MAX,65.7,FALSO,34,10.6,247,0
24608,EZE,GRU,11:30,Viernes,1760,Niebla,Baja,Boeing 757,74.9,VERDADERO,36,0.7,169,0
24610,PTY,JFK,18:30,Jueves,3520,Niebla,Baja,Airbus A350,88.4,VERDADERO,34,1.2,297,0
24611,GRU,BSB,22:30,Sabado,870,Lluvia,Baja,Airbus A320neo,98.2,FALSO,5,27.5,96,1
24613,BAQ,MDE,15:15,Martes,310,Despejado,Alta,ATR 72,94.9,FALSO,30,5.5,66,1
24614,MEX,BOG,07:00,Lunes,2700,Despejado,Media,Boeing 737 MAX,97.3,FALSO,49,7.3,227,0
24615,BRC,EZE,09:45,Martes,1650,Nublado,Media,Boeing 757,51.7,VERDADERO,22,19.7,150,0
24616,MVD,EZE,10:30,Miercoles,210,Tormenta,Media,Boeing 737,89.4,FALSO,44,2.9,45,1
24617,BOG,CTG,21:00,Sabado,135,Niebla,Alta,ATR 72,80.2,FALSO,23,1.2,31,1
24618,BOG,CTG,04:15,Viernes,135,Despejado,Baja,Boeing 737,74.3,FALSO,25,29.2,57,0
24619,PTY,MIA,19:15,Lunes,2200,Despejado,Media,Boeing 757,61.4,VERDADERO,29,7.3,199,0
24620,SCL,EZE,19:30,Domingo,1140,Despejado,Baja,Boeing 757,83.7,FALSO,45,21.7,116,0
24622,GRU,BSB,17:45,Lunes,870,Nublado,Media,Boeing 737 MAX,50.8,FALSO,27,9,95,1
24623,MDE,BGA,14:15,Domingo,295,Despejado,Baja,Airbus A320,86.7,FALSO,17,21.1,60,0
24624,MAD,EZE,03:00,Domingo,10050,Despejado,Alta,Boeing 787,50.3,VERDADERO,37,19.8,782,0
24626,EZE,PTY,02:15,Viernes,5100,Niebla,Baja,Airbus A330,90.6,FALSO,3,1.3,416,1
